pid,act,start,end,duration
287,leisure,435,825,390
287,home,825,1440,615
288,home,0,390,390
288,shop,390,450,60
288,leisure,450,525,75
288,shop,525,675,150
288,home,675,1440,765
289,home,0,375,375
289,shop,375,570,195
289,leisure,570,990,420
289,home,990,1440,450
290,home,0,405,405
290,shop,405,465,60
290,leisure,465,945,480
290,home,945,1440,495
291,home,0,375,375
291,work,375,795,420
291,education,795,975,180
291,home,975,1155,180
291,leisure,1155,1185,30
291,home,1185,1440,255
292,home,0,390,390
292,shop,390,450,60
292,leisure,450,1065,615
292,home,1065,1440,375
293,home,0,405,405
293,leisure,405,585,180
293,shop,585,705,120
293,home,705,1440,735
294,home,0,375,375
294,work,375,795,420
294,shop,795,855,60
294,home,855,1440,585
295,home,0,405,405
295,shop,405,480,75
295,leisure,480,600,120
295,shop,600,825,225
295,home,825,1440,615
296,home,0,405,405
296,shop,405,465,60
296,leisure,465,1020,555
296,home,1020,1440,420
297,home,0,390,390
297,shop,390,465,75
297,leisure,465,900,435
297,home,900,1440,540
298,home,0,420,420
298,shop,420,540,120
298,home,540,660,120
298,leisure,660,795,135
298,home,795,1440,645
299,home,0,375,375
299,work,375,795,420
299,shop,795,870,75
299,home,870,1440,570
300,home,0,375,375
300,work,375,1110,735
300,home,1110,1440,330
301,home,0,375,375
301,shop,375,465,90
301,leisure,465,975,510
301,home,975,1440,465
302,home,0,390,390
302,shop,390,450,60
302,leisure,450,1035,585
302,home,1035,1440,405
303,home,0,405,405
303,shop,405,465,60
303,leisure,465,990,525
303,home,990,1440,450
304,home,0,375,375
304,shop,375,435,60
304,leisure,435,990,555
304,home,990,1440,450
305,home,0,405,405
305,work,405,840,435
305,home,840,1440,600
306,home,0,375,375
306,shop,375,435,60
306,leisure,435,990,555
306,home,990,1440,450
307,home,0,390,390
307,work,390,1110,720
307,home,1110,1440,330
308,home,0,420,420
308,shop,420,510,90
308,leisure,510,990,480
308,home,990,1440,450
309,home,0,390,390
309,leisure,390,480,90
309,shop,480,585,105
309,home,585,1440,855
310,home,0,390,390
310,work,390,750,360
310,shop,750,810,60
310,work,810,1095,285
310,leisure,1095,1110,15
310,work,1110,1155,45
310,home,1155,1440,285
311,home,0,390,390
311,shop,390,450,60
311,leisure,450,975,525
311,home,975,1440,465
312,home,0,390,390
312,work,390,1110,720
312,home,1110,1440,330
313,home,0,375,375
313,shop,375,435,60
313,leisure,435,990,555
313,home,990,1440,450
314,home,0,375,375
314,work,375,1110,735
314,home,1110,1440,330
315,home,0,375,375
315,shop,375,465,90
315,leisure,465,990,525
315,home,990,1440,450
316,home,0,375,375
316,work,375,795,420
316,shop,795,855,60
316,work,855,1155,300
316,leisure,1155,1170,15
316,work,1170,1200,30
316,home,1200,1440,240
317,home,0,375,375
317,shop,375,450,75
317,leisure,450,975,525
317,home,975,1440,465
318,home,0,375,375
318,shop,375,450,75
318,leisure,450,825,375
318,home,825,1440,615
319,home,0,375,375
319,work,375,930,555
319,home,930,1440,510
320,home,0,375,375
320,work,375,1080,705
320,home,1080,1440,360
321,home,0,390,390
321,shop,390,450,60
321,leisure,450,975,525
321,home,975,1440,465
322,home,0,375,375
322,work,375,795,420
322,shop,795,855,60
322,work,855,1170,315
322,home,1170,1440,270
323,home,0,420,420
323,shop,420,480,60
323,leisure,480,765,285
323,home,765,1440,675
324,home,0,375,375
324,shop,375,435,60
324,leisure,435,975,540
324,shop,975,990,15
324,home,990,1440,450
325,home,0,375,375
325,work,375,795,420
325,shop,795,870,75
325,home,870,1440,570
326,home,0,375,375
326,work,375,1065,690
326,home,1065,1440,375
327,home,0,405,405
327,work,405,1005,600
327,education,1005,1080,75
327,home,1080,1440,360
328,home,0,390,390
328,shop,390,465,75
328,leisure,465,990,525
328,home,990,1440,450
329,home,0,390,390
329,shop,390,465,75
329,leisure,465,990,525
329,home,990,1440,450
330,home,0,420,420
330,leisure,420,660,240
330,shop,660,795,135
330,home,795,1440,645
331,home,0,375,375
331,shop,375,435,60
331,leisure,435,1005,570
331,home,1005,1440,435
332,home,0,405,405
332,shop,405,465,60
332,leisure,465,1005,540
332,home,1005,1440,435
333,home,0,375,375
333,shop,375,435,60
333,leisure,435,990,555
333,home,990,1440,450
334,home,0,375,375
334,work,375,795,420
334,shop,795,870,75
334,home,870,1440,570
335,home,0,375,375
335,work,375,1080,705
335,home,1080,1440,360
336,home,0,390,390
336,shop,390,465,75
336,leisure,465,975,510
336,home,975,1440,465
337,home,0,390,390
337,shop,390,405,15
337,work,405,1140,735
337,leisure,1140,1200,60
337,home,1200,1440,240
338,home,0,390,390
338,shop,390,435,45
338,leisure,435,1005,570
338,home,1005,1440,435
339,home,0,375,375
339,shop,375,495,120
339,leisure,495,990,495
339,home,990,1440,450
340,home,0,390,390
340,work,390,1140,750
340,home,1140,1440,300
341,home,0,405,405
341,shop,405,465,60
341,leisure,465,990,525
341,home,990,1440,450
342,home,0,375,375
342,work,375,825,450
342,education,825,960,135
342,shop,960,975,15
342,home,975,1440,465
343,home,0,375,375
343,work,375,1095,720
343,education,1095,1110,15
343,home,1110,1440,330
344,home,0,375,375
344,work,375,750,375
344,shop,750,765,15
344,work,765,1125,360
344,shop,1125,1140,15
344,home,1140,1440,300
345,home,0,375,375
345,shop,375,435,60
345,leisure,435,990,555
345,home,990,1440,450
346,home,0,375,375
346,work,375,795,420
346,shop,795,855,60
346,home,855,1440,585
347,home,0,375,375
347,shop,375,465,90
347,leisure,465,975,510
347,home,975,1440,465
348,home,0,375,375
348,work,375,1140,765
348,home,1140,1440,300
349,home,0,390,390
349,shop,390,465,75
349,leisure,465,990,525
349,home,990,1440,450
350,home,0,375,375
350,shop,375,435,60
350,home,435,570,135
350,leisure,570,765,195
350,home,765,1440,675
351,home,0,375,375
351,work,375,795,420
351,shop,795,855,60
351,home,855,1065,210
351,leisure,1065,1080,15
351,home,1080,1440,360
352,home,0,390,390
352,shop,390,465,75
352,leisure,465,990,525
352,home,990,1440,450
353,home,0,390,390
353,shop,390,450,60
353,leisure,450,1005,555
353,home,1005,1440,435
354,home,0,375,375
354,work,375,1170,795
354,home,1170,1440,270
355,home,0,390,390
355,shop,390,450,60
355,leisure,450,1005,555
355,home,1005,1440,435
356,home,0,375,375
356,work,375,795,420
356,shop,795,855,60
356,home,855,1440,585
357,home,0,375,375
357,shop,375,465,90
357,leisure,465,975,510
357,home,975,1440,465
358,home,0,390,390
358,leisure,390,555,165
358,shop,555,615,60
358,home,615,1440,825
359,home,0,375,375
359,work,375,975,600
359,leisure,975,1020,45
359,home,1020,1440,420
360,home,0,390,390
360,shop,390,450,60
360,leisure,450,990,540
360,home,990,1440,450
361,home,0,405,405
361,leisure,405,495,90
361,shop,495,600,105
361,home,600,1440,840
362,home,0,375,375
362,shop,375,450,75
362,leisure,450,990,540
362,home,990,1440,450
363,home,0,375,375
363,shop,375,435,60
363,home,435,615,180
363,leisure,615,990,375
363,home,990,1440,450
364,home,0,375,375
364,work,375,765,390
364,shop,765,780,15
364,work,780,1005,225
364,shop,1005,1020,15
364,home,1020,1440,420
365,home,0,420,420
365,shop,420,480,60
365,leisure,480,1035,555
365,home,1035,1440,405
366,home,0,405,405
366,leisure,405,510,105
366,shop,510,600,90
366,home,600,1050,450
366,leisure,1050,1140,90
366,home,1140,1440,300
367,home,0,390,390
367,shop,390,480,90
367,leisure,480,990,510
367,home,990,1440,450
368,home,0,405,405
368,shop,405,510,105
368,leisure,510,1065,555
368,home,1065,1440,375
369,home,0,390,390
369,shop,390,480,90
369,leisure,480,990,510
369,home,990,1440,450
370,home,0,390,390
370,shop,390,465,75
370,leisure,465,1080,615
370,home,1080,1440,360
371,home,0,405,405
371,shop,405,465,60
371,home,465,570,105
371,leisure,570,750,180
371,home,750,1440,690
372,home,0,390,390
372,shop,390,495,105
372,leisure,495,975,480
372,home,975,1440,465
373,home,0,375,375
373,work,375,1125,750
373,home,1125,1440,315
374,home,0,375,375
374,work,375,1155,780
374,home,1155,1440,285
375,home,0,390,390
375,shop,390,525,135
375,leisure,525,990,465
375,home,990,1440,450
376,home,0,375,375
376,work,375,1140,765
376,home,1140,1440,300
377,home,0,405,405
377,shop,405,465,60
377,leisure,465,1005,540
377,home,1005,1440,435
378,home,0,375,375
378,shop,375,405,30
378,home,405,585,180
378,shop,585,660,75
378,leisure,660,960,300
378,shop,960,975,15
378,home,975,1440,465
379,home,0,405,405
379,shop,405,480,75
379,leisure,480,1020,540
379,home,1020,1440,420
380,home,0,375,375
380,shop,375,495,120
380,home,495,645,150
380,leisure,645,975,330
380,home,975,1440,465
381,home,0,375,375
381,work,375,780,405
381,shop,780,795,15
381,work,795,1110,315
381,leisure,1110,1125,15
381,work,1125,1185,60
381,home,1185,1440,255
382,home,0,390,390
382,shop,390,480,90
382,leisure,480,990,510
382,home,990,1440,450
383,home,0,375,375
383,work,375,795,420
383,shop,795,870,75
383,work,870,1080,210
383,leisure,1080,1095,15
383,work,1095,1155,60
383,leisure,1155,1170,15
383,work,1170,1185,15
383,home,1185,1440,255
384,home,0,375,375
384,shop,375,450,75
384,leisure,450,1005,555
384,home,1005,1440,435
385,home,0,375,375
385,leisure,375,570,195
385,shop,570,960,390
385,home,960,1440,480
386,home,0,390,390
386,work,390,1185,795
386,home,1185,1440,255
387,home,0,420,420
387,shop,420,525,105
387,leisure,525,1005,480
387,home,1005,1440,435
388,home,0,375,375
388,shop,375,465,90
388,leisure,465,990,525
388,home,990,1440,450
389,home,0,375,375
389,shop,375,465,90
389,leisure,465,975,510
389,home,975,1440,465
390,home,0,375,375
390,work,375,945,570
390,home,945,1440,495
391,home,0,420,420
391,leisure,420,525,105
391,shop,525,840,315
391,home,840,1440,600
392,home,0,390,390
392,work,390,810,420
392,shop,810,870,60
392,home,870,1440,570
393,home,0,375,375
393,shop,375,450,75
393,leisure,450,975,525
393,home,975,1440,465
394,home,0,420,420
394,shop,420,525,105
394,leisure,525,990,465
394,home,990,1440,450
395,home,0,375,375
395,leisure,375,540,165
395,shop,540,615,75
395,home,615,1440,825
396,home,0,420,420
396,shop,420,540,120
396,leisure,540,990,450
396,home,990,1440,450
397,home,0,390,390
397,work,390,1020,630
397,education,1020,1065,45
397,home,1065,1440,375
398,home,0,375,375
398,work,375,1200,825
398,home,1200,1440,240
399,home,0,375,375
399,work,375,795,420
399,shop,795,855,60
399,home,855,1440,585
400,home,0,405,405
400,leisure,405,615,210
400,shop,615,840,225
400,home,840,1440,600
401,home,0,375,375
401,leisure,375,675,300
401,shop,675,915,240
401,home,915,1440,525
402,home,0,390,390
402,leisure,390,570,180
402,shop,570,840,270
402,home,840,1440,600
403,home,0,375,375
403,work,375,810,435
403,shop,810,870,60
403,home,870,1440,570
404,home,0,375,375
404,work,375,795,420
404,shop,795,855,60
404,work,855,1155,300
404,leisure,1155,1185,30
404,work,1185,1200,15
404,home,1200,1440,240
405,home,0,390,390
405,leisure,390,600,210
405,shop,600,945,345
405,home,945,1440,495
406,home,0,435,435
406,shop,435,510,75
406,leisure,510,975,465
406,home,975,1440,465
407,home,0,375,375
407,shop,375,450,75
407,leisure,450,975,525
407,home,975,1440,465
408,home,0,375,375
408,work,375,795,420
408,shop,795,855,60
408,home,855,1440,585
409,home,0,375,375
409,shop,375,465,90
409,leisure,465,990,525
409,home,990,1440,450
410,home,0,390,390
410,shop,390,450,60
410,home,450,600,150
410,leisure,600,750,150
410,home,750,1440,690
411,home,0,405,405
411,shop,405,465,60
411,home,465,630,165
411,leisure,630,975,345
411,home,975,1440,465
412,home,0,390,390
412,shop,390,465,75
412,leisure,465,990,525
412,home,990,1440,450
413,home,0,390,390
413,work,390,1155,765
413,home,1155,1440,285
414,home,0,375,375
414,work,375,810,435
414,education,810,945,135
414,shop,945,960,15
414,home,960,1440,480
415,home,0,375,375
415,work,375,1080,705
415,shop,1080,1095,15
415,home,1095,1440,345
416,home,0,390,390
416,work,390,825,435
416,shop,825,885,60
416,home,885,1440,555
417,home,0,375,375
417,shop,375,450,75
417,leisure,450,990,540
417,home,990,1440,450
418,home,0,390,390
418,shop,390,450,60
418,leisure,450,1005,555
418,home,1005,1440,435
419,home,0,420,420
419,shop,420,495,75
419,home,495,645,150
419,leisure,645,930,285
419,home,930,1440,510
420,home,0,375,375
420,leisure,375,495,120
420,shop,495,705,210
420,home,705,1440,735
421,home,0,405,405
421,shop,405,465,60
421,leisure,465,1020,555
421,home,1020,1440,420
422,home,0,375,375
422,leisure,375,465,90
422,shop,465,765,300
422,home,765,1440,675
423,home,0,375,375
423,shop,375,435,60
423,leisure,435,990,555
423,home,990,1440,450
424,home,0,420,420
424,leisure,420,540,120
424,shop,540,690,150
424,home,690,1440,750
425,home,0,390,390
425,work,390,1065,675
425,leisure,1065,1080,15
425,home,1080,1440,360
426,home,0,390,390
426,work,390,1110,720
426,home,1110,1440,330
427,home,0,420,420
427,leisure,420,570,150
427,shop,570,630,60
427,leisure,630,990,360
427,home,990,1440,450
428,home,0,390,390
428,shop,390,480,90
428,leisure,480,990,510
428,home,990,1440,450
429,home,0,405,405
429,shop,405,525,120
429,leisure,525,975,450
429,home,975,1440,465
430,home,0,390,390
430,shop,390,480,90
430,home,480,615,135
430,leisure,615,855,240
430,home,855,1440,585
431,home,0,390,390
431,work,390,900,510
431,home,900,1440,540
432,home,0,390,390
432,leisure,390,495,105
432,shop,495,810,315
432,home,810,1440,630
433,home,0,375,375
433,leisure,375,660,285
433,shop,660,840,180
433,home,840,1440,600
434,home,0,375,375
434,leisure,375,585,210
434,shop,585,720,135
434,home,720,1440,720
435,home,0,375,375
435,work,375,1035,660
435,home,1035,1440,405
436,home,0,390,390
436,leisure,390,510,120
436,shop,510,585,75
436,home,585,765,180
436,leisure,765,990,225
436,home,990,1440,450
437,home,0,375,375
437,shop,375,465,90
437,leisure,465,780,315
437,shop,780,870,90
437,home,870,1440,570
438,home,0,390,390
438,shop,390,420,30
438,leisure,420,630,210
438,shop,630,855,225
438,home,855,1440,585
439,home,0,375,375
439,work,375,1050,675
439,home,1050,1440,390
440,home,0,375,375
440,work,375,1125,750
440,leisure,1125,1170,45
440,home,1170,1440,270
441,home,0,390,390
441,leisure,390,780,390
441,shop,780,960,180
441,home,960,1440,480
442,home,0,390,390
442,leisure,390,525,135
442,shop,525,585,60
442,home,585,810,225
442,leisure,810,1005,195
442,home,1005,1440,435
443,home,0,390,390
443,work,390,1140,750
443,home,1140,1440,300
444,home,0,390,390
444,shop,390,465,75
444,leisure,465,990,525
444,home,990,1440,450
445,home,0,375,375
445,shop,375,465,90
445,leisure,465,975,510
445,home,975,1440,465
446,home,0,390,390
446,work,390,1125,735
446,home,1125,1440,315
447,home,0,375,375
447,work,375,1125,750
447,home,1125,1440,315
448,home,0,390,390
448,shop,390,465,75
448,home,465,570,105
448,leisure,570,915,345
448,home,915,1440,525
449,home,0,375,375
449,work,375,780,405
449,education,780,915,135
449,shop,915,960,45
449,home,960,1440,480
450,home,0,375,375
450,work,375,1050,675
450,home,1050,1440,390
451,home,0,405,405
451,shop,405,480,75
451,leisure,480,990,510
451,home,990,1440,450
452,home,0,390,390
452,shop,390,465,75
452,leisure,465,750,285
452,shop,750,930,180
452,home,930,1440,510
453,home,0,375,375
453,work,375,1125,750
453,leisure,1125,1170,45
453,home,1170,1440,270
454,home,0,405,405
454,shop,405,495,90
454,leisure,495,990,495
454,home,990,1440,450
455,home,0,420,420
455,shop,420,480,60
455,leisure,480,1020,540
455,home,1020,1440,420
456,home,0,375,375
456,work,375,1125,750
456,home,1125,1440,315
457,home,0,375,375
457,work,375,795,420
457,shop,795,900,105
457,home,900,1440,540
458,home,0,390,390
458,shop,390,525,135
458,leisure,525,1020,495
458,home,1020,1440,420
459,home,0,375,375
459,work,375,795,420
459,education,795,930,135
459,shop,930,960,30
459,home,960,1440,480
460,home,0,405,405
460,shop,405,510,105
460,leisure,510,1035,525
460,home,1035,1440,405
461,home,0,375,375
461,leisure,375,690,315
461,shop,690,870,180
461,home,870,1440,570
462,home,0,375,375
462,work,375,1020,645
462,shop,1020,1035,15
462,home,1035,1440,405
463,home,0,375,375
463,work,375,1125,750
463,home,1125,1440,315
464,home,0,405,405
464,leisure,405,690,285
464,shop,690,795,105
464,home,795,1440,645
465,home,0,375,375
465,work,375,795,420
465,shop,795,825,30
465,home,825,1440,615
466,home,0,435,435
466,shop,435,495,60
466,leisure,495,1005,510
466,home,1005,1440,435
467,home,0,375,375
467,work,375,1140,765
467,home,1140,1440,300
468,home,0,390,390
468,shop,390,465,75
468,home,465,615,150
468,leisure,615,840,225
468,home,840,1440,600
469,home,0,375,375
469,shop,375,435,60
469,leisure,435,1005,570
469,home,1005,1440,435
470,home,0,435,435
470,shop,435,540,105
470,leisure,540,675,135
470,shop,675,960,285
470,home,960,1440,480
471,home,0,375,375
471,leisure,375,465,90
471,shop,465,735,270
471,home,735,1440,705
472,home,0,375,375
472,work,375,1140,765
472,home,1140,1440,300
473,home,0,375,375
473,shop,375,465,90
473,leisure,465,990,525
473,home,990,1440,450
474,home,0,375,375
474,work,375,1035,660
474,shop,1035,1050,15
474,home,1050,1440,390
475,home,0,375,375
475,work,375,780,405
475,shop,780,810,30
475,work,810,1140,330
475,home,1140,1440,300
476,home,0,405,405
476,shop,405,465,60
476,leisure,465,975,510
476,home,975,1440,465
477,home,0,405,405
477,shop,405,495,90
477,leisure,495,990,495
477,home,990,1440,450
478,home,0,390,390
478,shop,390,450,60
478,leisure,450,1020,570
478,home,1020,1440,420
479,home,0,405,405
479,leisure,405,525,120
479,shop,525,660,135
479,home,660,1440,780
480,home,0,420,420
480,shop,420,555,135
480,leisure,555,1005,450
480,home,1005,1440,435
481,home,0,390,390
481,work,390,1005,615
481,education,1005,1080,75
481,home,1080,1440,360
482,home,0,390,390
482,work,390,810,420
482,shop,810,885,75
482,work,885,1065,180
482,leisure,1065,1080,15
482,work,1080,1140,60
482,leisure,1140,1155,15
482,work,1155,1170,15
482,leisure,1170,1185,15
482,work,1185,1200,15
482,leisure,1200,1215,15
482,home,1215,1440,225
483,home,0,375,375
483,shop,375,450,75
483,leisure,450,1020,570
483,home,1020,1440,420
484,home,0,390,390
484,shop,390,645,255
484,leisure,645,975,330
484,home,975,1440,465
485,home,0,375,375
485,shop,375,480,105
485,leisure,480,975,495
485,home,975,1440,465
486,home,0,375,375
486,work,375,780,405
486,shop,780,810,30
486,work,810,1080,270
486,leisure,1080,1095,15
486,work,1095,1170,75
486,home,1170,1440,270
487,home,0,375,375
487,work,375,1155,780
487,home,1155,1440,285
488,home,0,375,375
488,work,375,765,390
488,shop,765,780,15
488,work,780,1035,255
488,leisure,1035,1050,15
488,work,1050,1065,15
488,shop,1065,1080,15
488,home,1080,1440,360
489,home,0,375,375
489,work,375,1155,780
489,home,1155,1440,285
490,home,0,375,375
490,leisure,375,525,150
490,shop,525,660,135
490,home,660,1440,780
491,home,0,390,390
491,shop,390,465,75
491,leisure,465,990,525
491,home,990,1440,450
492,home,0,375,375
492,work,375,1125,750
492,home,1125,1440,315
493,home,0,390,390
493,shop,390,465,75
493,leisure,465,990,525
493,home,990,1440,450
494,home,0,420,420
494,shop,420,480,60
494,leisure,480,975,495
494,home,975,1440,465
495,home,0,420,420
495,shop,420,540,120
495,leisure,540,975,435
495,home,975,1440,465
496,home,0,405,405
496,leisure,405,645,240
496,shop,645,735,90
496,leisure,735,975,240
496,home,975,1440,465
497,home,0,390,390
497,work,390,810,420
497,shop,810,870,60
497,work,870,1170,300
497,leisure,1170,1215,45
497,work,1215,1230,15
497,home,1230,1440,210
498,home,0,390,390
498,work,390,1155,765
498,home,1155,1440,285
499,home,0,375,375
499,work,375,1125,750
499,home,1125,1440,315
500,home,0,390,390
500,shop,390,495,105
500,leisure,495,810,315
500,home,810,1440,630
501,home,0,390,390
501,work,390,795,405
501,shop,795,840,45
501,work,840,1125,285
501,leisure,1125,1140,15
501,work,1140,1185,45
501,home,1185,1440,255
502,home,0,390,390
502,shop,390,465,75
502,leisure,465,975,510
502,home,975,1440,465
503,home,0,375,375
503,shop,375,435,60
503,leisure,435,1005,570
503,home,1005,1440,435
504,home,0,390,390
504,shop,390,450,60
504,leisure,450,975,525
504,home,975,1440,465
505,home,0,405,405
505,shop,405,510,105
505,leisure,510,1005,495
505,home,1005,1440,435
506,home,0,390,390
506,shop,390,480,90
506,leisure,480,975,495
506,home,975,1440,465
507,home,0,390,390
507,shop,390,405,15
507,work,405,1110,705
507,home,1110,1440,330
508,home,0,390,390
508,shop,390,450,60
508,leisure,450,990,540
508,home,990,1440,450
509,home,0,375,375
509,shop,375,585,210
509,leisure,585,1005,420
509,home,1005,1440,435
510,home,0,375,375
510,work,375,795,420
510,shop,795,855,60
510,work,855,1170,315
510,leisure,1170,1200,30
510,work,1200,1215,15
510,home,1215,1440,225
511,home,0,420,420
511,shop,420,495,75
511,home,495,570,75
511,leisure,570,795,225
511,home,795,1440,645
512,home,0,375,375
512,work,375,1155,780
512,home,1155,1440,285
513,home,0,375,375
513,shop,375,435,60
513,leisure,435,1020,585
513,home,1020,1440,420
514,home,0,390,390
514,leisure,390,510,120
514,shop,510,930,420
514,home,930,1440,510
515,home,0,375,375
515,work,375,780,405
515,shop,780,840,60
515,work,840,1005,165
515,leisure,1005,1020,15
515,work,1020,1140,120
515,home,1140,1440,300
516,home,0,390,390
516,shop,390,450,60
516,leisure,450,990,540
516,home,990,1440,450
517,home,0,375,375
517,work,375,795,420
517,shop,795,855,60
517,work,855,1110,255
517,leisure,1110,1125,15
517,work,1125,1155,30
517,leisure,1155,1170,15
517,work,1170,1200,30
517,leisure,1200,1215,15
517,work,1215,1230,15
517,leisure,1230,1245,15
517,home,1245,1440,195
518,home,0,375,375
518,leisure,375,570,195
518,shop,570,690,120
518,home,690,1440,750
519,home,0,375,375
519,shop,375,420,45
519,leisure,420,690,270
519,shop,690,810,120
519,home,810,1440,630
520,home,0,405,405
520,shop,405,495,90
520,leisure,495,990,495
520,home,990,1440,450
521,home,0,390,390
521,shop,390,450,60
521,leisure,450,975,525
521,home,975,1440,465
522,home,0,390,390
522,leisure,390,540,150
522,shop,540,690,150
522,home,690,1440,750
523,home,0,405,405
523,shop,405,480,75
523,leisure,480,1020,540
523,home,1020,1440,420
524,home,0,405,405
524,shop,405,480,75
524,leisure,480,1005,525
524,home,1005,1440,435
525,home,0,405,405
525,shop,405,465,60
525,leisure,465,975,510
525,home,975,1440,465
526,home,0,375,375
526,work,375,1125,750
526,home,1125,1440,315
527,home,0,390,390
527,shop,390,405,15
527,work,405,1125,720
527,home,1125,1440,315
528,home,0,390,390
528,shop,390,450,60
528,home,450,615,165
528,leisure,615,975,360
528,home,975,1440,465
529,home,0,405,405
529,shop,405,465,60
529,leisure,465,975,510
529,home,975,1440,465
530,home,0,375,375
530,work,375,795,420
530,shop,795,885,90
530,home,885,1440,555
531,home,0,390,390
531,work,390,1140,750
531,home,1140,1440,300
532,home,0,390,390
532,leisure,390,525,135
532,shop,525,780,255
532,home,780,1440,660
533,home,0,375,375
533,work,375,1050,675
533,education,1050,1065,15
533,home,1065,1440,375
534,home,0,390,390
534,shop,390,480,90
534,leisure,480,975,495
534,home,975,1440,465
535,home,0,390,390
535,shop,390,465,75
535,leisure,465,1005,540
535,home,1005,1440,435
536,home,0,390,390
536,shop,390,450,60
536,leisure,450,1005,555
536,home,1005,1440,435
537,home,0,375,375
537,work,375,795,420
537,shop,795,855,60
537,home,855,1440,585
538,home,0,375,375
538,work,375,795,420
538,shop,795,855,60
538,home,855,1440,585
539,home,0,390,390
539,shop,390,465,75
539,leisure,465,1020,555
539,home,1020,1440,420
540,home,0,375,375
540,work,375,765,390
540,shop,765,780,15
540,work,780,1005,225
540,leisure,1005,1020,15
540,work,1020,1050,30
540,shop,1050,1065,15
540,home,1065,1440,375
541,home,0,375,375
541,work,375,795,420
541,shop,795,855,60
541,work,855,1155,300
541,leisure,1155,1185,30
541,work,1185,1200,15
541,leisure,1200,1215,15
541,home,1215,1440,225
542,home,0,375,375
542,shop,375,465,90
542,leisure,465,990,525
542,home,990,1440,450
543,home,0,405,405
543,shop,405,465,60
543,leisure,465,990,525
543,home,990,1440,450
544,home,0,375,375
544,work,375,1155,780
544,home,1155,1440,285
545,home,0,375,375
545,work,375,765,390
545,education,765,885,120
545,work,885,1200,315
545,leisure,1200,1215,15
545,work,1215,1230,15
545,home,1230,1440,210
546,home,0,375,375
546,work,375,1050,675
546,home,1050,1440,390
547,home,0,405,405
547,shop,405,465,60
547,home,465,630,165
547,leisure,630,975,345
547,home,975,1440,465
548,home,0,390,390
548,leisure,390,555,165
548,shop,555,750,195
548,home,750,1440,690
549,home,0,390,390
549,leisure,390,480,90
549,shop,480,660,180
549,home,660,1440,780
550,home,0,390,390
550,work,390,795,405
550,shop,795,825,30
550,work,825,1125,300
550,leisure,1125,1140,15
550,work,1140,1155,15
550,leisure,1155,1170,15
550,work,1170,1200,30
550,leisure,1200,1215,15
550,work,1215,1230,15
550,home,1230,1440,210
551,home,0,375,375
551,shop,375,435,60
551,leisure,435,990,555
551,home,990,1440,450
552,home,0,375,375
552,work,375,795,420
552,shop,795,870,75
552,home,870,1440,570
553,home,0,375,375
553,shop,375,435,60
553,leisure,435,975,540
553,home,975,1440,465
554,home,0,390,390
554,shop,390,435,45
554,home,435,615,180
554,leisure,615,825,210
554,shop,825,915,90
554,home,915,1440,525
555,home,0,375,375
555,work,375,780,405
555,shop,780,825,45
555,work,825,1005,180
555,leisure,1005,1035,30
555,work,1035,1170,135
555,leisure,1170,1185,15
555,work,1185,1200,15
555,home,1200,1440,240
556,home,0,435,435
556,shop,435,570,135
556,leisure,570,930,360
556,home,930,1440,510
557,home,0,390,390
557,shop,390,450,60
557,leisure,450,1005,555
557,home,1005,1440,435
558,home,0,390,390
558,shop,390,450,60
558,home,450,630,180
558,leisure,630,1005,375
558,home,1005,1440,435
559,home,0,405,405
559,shop,405,480,75
559,home,480,630,150
559,leisure,630,765,135
559,home,765,1440,675
560,home,0,375,375
560,shop,375,435,60
560,leisure,435,540,105
560,shop,540,675,135
560,home,675,885,210
560,leisure,885,1035,150
560,home,1035,1440,405
561,home,0,420,420
561,shop,420,480,60
561,leisure,480,1005,525
561,home,1005,1440,435
562,home,0,375,375
562,shop,375,465,90
562,leisure,465,990,525
562,home,990,1440,450
563,home,0,390,390
563,shop,390,465,75
563,leisure,465,990,525
563,home,990,1440,450
564,home,0,405,405
564,shop,405,465,60
564,leisure,465,1050,585
564,home,1050,1440,390
565,home,0,375,375
565,shop,375,555,180
565,leisure,555,1005,450
565,home,1005,1440,435
566,home,0,390,390
566,shop,390,465,75
566,leisure,465,900,435
566,shop,900,960,60
566,home,960,1440,480
567,home,0,390,390
567,shop,390,510,120
567,leisure,510,975,465
567,home,975,1440,465
568,home,0,390,390
568,shop,390,495,105
568,leisure,495,975,480
568,home,975,1440,465
569,home,0,390,390
569,work,390,1125,735
569,home,1125,1440,315
570,home,0,390,390
570,shop,390,465,75
570,leisure,465,1005,540
570,home,1005,1440,435
571,home,0,390,390
571,shop,390,465,75
571,leisure,465,1095,630
571,home,1095,1440,345
572,home,0,405,405
572,shop,405,510,105
572,home,510,645,135
572,leisure,645,975,330
572,home,975,1440,465
573,home,0,405,405
573,shop,405,510,105
573,leisure,510,975,465
573,home,975,1440,465
574,home,0,375,375
574,shop,375,435,60
574,leisure,435,975,540
574,home,975,1440,465
575,home,0,405,405
575,shop,405,480,75
575,leisure,480,1005,525
575,home,1005,1440,435
576,home,0,405,405
576,shop,405,450,45
576,leisure,450,630,180
576,shop,630,720,90
576,home,720,1440,720
577,home,0,375,375
577,work,375,795,420
577,shop,795,870,75
577,leisure,870,975,105
577,home,975,1440,465
578,home,0,420,420
578,shop,420,495,75
578,leisure,495,990,495
578,home,990,1440,450
