,pid,act,start,end,duration
1068,211,leisure,915,1020,105
1069,211,home,1020,1440,420
1070,212,home,0,375,375
1071,212,shop,375,420,45
1072,212,education,420,540,120
1073,212,work,540,990,450
1074,212,leisure,990,1080,90
1075,212,home,1080,1440,360
1076,213,home,0,390,390
1077,213,work,390,885,495
1078,213,shop,885,960,75
1079,213,home,960,1440,480
1080,214,home,0,390,390
1081,214,work,390,885,495
1082,214,home,885,1095,210
1083,214,shop,1095,1110,15
1084,214,home,1110,1440,330
1085,215,home,0,405,405
1086,215,shop,405,435,30
1087,215,work,435,945,510
1088,215,leisure,945,1005,60
1089,215,home,1005,1440,435
1090,216,home,0,390,390
1091,216,work,390,810,420
1092,216,education,810,990,180
1093,216,home,990,1440,450
1094,217,home,0,390,390
1095,217,leisure,390,450,60
1096,217,work,450,1050,600
1097,217,home,1050,1440,390
1098,218,home,0,390,390
1099,218,shop,390,450,60
1100,218,education,450,570,120
1101,218,work,570,1020,450
1102,218,leisure,1020,1095,75
1103,218,home,1095,1440,345
1104,219,home,0,390,390
1105,219,work,390,975,585
1106,219,leisure,975,1050,75
1107,219,home,1050,1440,390
1108,220,home,0,405,405
1109,220,work,405,930,525
1110,220,leisure,930,1020,90
1111,220,home,1020,1440,420
1112,221,home,0,405,405
1113,221,shop,405,420,15
1114,221,work,420,975,555
1115,221,leisure,975,1050,75
1116,221,home,1050,1440,390
1117,222,home,0,375,375
1118,222,leisure,375,420,45
1119,222,work,420,990,570
1120,222,education,990,1080,90
1121,222,home,1080,1440,360
1122,223,home,0,390,390
1123,223,work,390,1005,615
1124,223,leisure,1005,1065,60
1125,223,home,1065,1440,375
1126,224,home,0,390,390
1127,224,leisure,390,450,60
1128,224,work,450,1020,570
1129,224,education,1020,1080,60
1130,224,home,1080,1440,360
1131,225,home,0,420,420
1132,225,shop,420,465,45
1133,225,work,465,1005,540
1134,225,education,1005,1080,75
1135,225,home,1080,1440,360
1136,226,home,0,390,390
1137,226,leisure,390,435,45
1138,226,work,435,1020,585
1139,226,education,1020,1080,60
1140,226,home,1080,1440,360
1141,227,home,0,390,390
1142,227,shop,390,435,45
1143,227,home,435,510,75
1144,227,education,510,615,105
1145,227,work,615,1035,420
1146,227,home,1035,1215,180
1147,227,leisure,1215,1260,45
1148,227,home,1260,1440,180
1149,228,home,0,375,375
1150,228,work,375,795,420
1151,228,education,795,1005,210
1152,228,home,1005,1440,435
1153,229,home,0,405,405
1154,229,work,405,990,585
1155,229,leisure,990,1095,105
1156,229,home,1095,1440,345
1157,230,home,0,390,390
1158,230,work,390,810,420
1159,230,education,810,990,180
1160,230,home,990,1440,450
1161,231,home,0,390,390
1162,231,work,390,900,510
1163,231,home,900,1080,180
1164,231,leisure,1080,1140,60
1165,231,home,1140,1440,300
1166,232,home,0,375,375
1167,232,shop,375,420,45
1168,232,work,420,1020,600
1169,232,education,1020,1080,60
1170,232,home,1080,1440,360
1171,233,home,0,375,375
1172,233,work,375,990,615
1173,233,shop,990,1005,15
1174,233,home,1005,1185,180
1175,233,shop,1185,1200,15
1176,233,home,1200,1440,240
1177,234,home,0,375,375
1178,234,leisure,375,420,45
1179,234,work,420,975,555
1180,234,education,975,1065,90
1181,234,home,1065,1440,375
1182,235,home,0,390,390
1183,235,shop,390,420,30
1184,235,education,420,495,75
1185,235,work,495,975,480
1186,235,leisure,975,1035,60
1187,235,home,1035,1440,405
1188,236,home,0,405,405
1189,236,shop,405,420,15
1190,236,work,420,1005,585
1191,236,education,1005,1080,75
1192,236,home,1080,1440,360
1193,237,home,0,390,390
1194,237,shop,390,405,15
1195,237,work,405,960,555
1196,237,leisure,960,1020,60
1197,237,home,1020,1440,420
1198,238,home,0,375,375
1199,238,shop,375,435,60
1200,238,work,435,990,555
1201,238,education,990,1080,90
1202,238,home,1080,1440,360
1203,239,home,0,405,405
1204,239,work,405,870,465
1205,239,shop,870,945,75
1206,239,home,945,1440,495
1207,240,home,0,375,375
1208,240,leisure,375,405,30
1209,240,work,405,900,495
1210,240,shop,900,960,60
1211,240,home,960,1440,480
1212,241,home,0,390,390
1213,241,work,390,810,420
1214,241,education,810,975,165
1215,241,home,975,1440,465
1216,242,home,0,375,375
1217,242,shop,375,450,75
1218,242,work,450,930,480
1219,242,leisure,930,990,60
1220,242,home,990,1440,450
1221,243,home,0,405,405
1222,243,shop,405,420,15
1223,243,work,420,990,570
1224,243,education,990,1080,90
1225,243,home,1080,1440,360
1226,244,home,0,375,375
1227,244,leisure,375,435,60
1228,244,work,435,990,555
1229,244,education,990,1080,90
1230,244,home,1080,1440,360
1231,245,home,0,390,390
1232,245,work,390,945,555
1233,245,leisure,945,1020,75
1234,245,home,1020,1440,420
1235,246,home,0,375,375
1236,246,work,375,780,405
1237,246,education,780,885,105
1238,246,leisure,885,990,105
1239,246,home,990,1440,450
1240,247,home,0,390,390
1241,247,shop,390,420,30
1242,247,work,420,975,555
1243,247,education,975,1080,105
1244,247,home,1080,1440,360
1245,248,home,0,390,390
1246,248,work,390,825,435
1247,248,shop,825,945,120
1248,248,home,945,1140,195
1249,248,leisure,1140,1200,60
1250,248,home,1200,1440,240
1251,249,home,0,435,435
1252,249,work,435,945,510
1253,249,shop,945,960,15
1254,249,home,960,1440,480
1255,250,home,0,390,390
1256,250,work,390,915,525
1257,250,shop,915,960,45
1258,250,home,960,1140,180
1259,250,education,1140,1155,15
1260,250,home,1155,1440,285
1261,251,home,0,390,390
1262,251,work,390,825,435
1263,251,education,825,990,165
1264,251,home,990,1440,450
1265,252,home,0,390,390
1266,252,work,390,990,600
1267,252,education,990,1080,90
1268,252,home,1080,1140,60
1269,252,shop,1140,1155,15
1270,252,home,1155,1440,285
1271,253,home,0,375,375
1272,253,leisure,375,435,60
1273,253,work,435,1050,615
1274,253,education,1050,1080,30
1275,253,home,1080,1440,360
1276,254,home,0,390,390
1277,254,leisure,390,405,15
1278,254,work,405,855,450
1279,254,shop,855,945,90
1280,254,home,945,1440,495
1281,255,home,0,390,390
1282,255,work,390,990,600
1283,255,education,990,1080,90
1284,255,home,1080,1440,360
1285,256,home,0,390,390
1286,256,shop,390,435,45
1287,256,work,435,960,525
1288,256,leisure,960,1020,60
1289,256,home,1020,1440,420
1290,257,home,0,390,390
1291,257,shop,390,435,45
1292,257,work,435,960,525
1293,257,leisure,960,1020,60
1294,257,home,1020,1440,420
1295,258,home,0,405,405
1296,258,leisure,405,420,15
1297,258,work,420,975,555
1298,258,leisure,975,1065,90
1299,258,home,1065,1440,375
1300,259,home,0,390,390
1301,259,work,390,780,390
1302,259,education,780,990,210
1303,259,home,990,1230,240
1304,259,leisure,1230,1290,60
1305,259,home,1290,1440,150
1306,260,home,0,375,375
1307,260,shop,375,420,45
1308,260,education,420,540,120
1309,260,work,540,1020,480
1310,260,leisure,1020,1065,45
1311,260,home,1065,1440,375
1312,261,home,0,375,375
1313,261,work,375,975,600
1314,261,shop,975,990,15
1315,261,home,990,1440,450
1316,262,home,0,375,375
1317,262,work,375,885,510
1318,262,home,885,1005,120
1319,262,shop,1005,1020,15
1320,262,home,1020,1440,420
1321,263,home,0,420,420
1322,263,shop,420,435,15
1323,263,work,435,915,480
1324,263,leisure,915,975,60
1325,263,home,975,1440,465
1326,264,home,0,390,390
1327,264,work,390,810,420
1328,264,education,810,990,180
1329,264,shop,990,1005,15
1330,264,home,1005,1185,180
1331,264,shop,1185,1200,15
1332,264,home,1200,1440,240
1333,265,home,0,390,390
1334,265,shop,390,405,15
1335,265,work,405,975,570
1336,265,education,975,1080,105
1337,265,home,1080,1440,360
1338,266,home,0,375,375
1339,266,leisure,375,420,45
1340,266,work,420,915,495
1341,266,shop,915,960,45
1342,266,home,960,1440,480
1343,267,home,0,375,375
1344,267,shop,375,390,15
1345,267,work,390,810,420
1346,267,education,810,1020,210
1347,267,home,1020,1440,420
1348,268,home,0,390,390
1349,268,work,390,930,540
1350,268,home,930,1185,255
1351,268,shop,1185,1200,15
1352,268,home,1200,1440,240
1353,269,home,0,390,390
1354,269,work,390,960,570
1355,269,shop,960,975,15
1356,269,home,975,1140,165
1357,269,shop,1140,1155,15
1358,269,home,1155,1440,285
1359,270,home,0,390,390
1360,270,work,390,810,420
1361,270,education,810,930,120
1362,270,leisure,930,990,60
1363,270,shop,990,1005,15
1364,270,home,1005,1440,435
1365,271,home,0,375,375
1366,271,shop,375,405,30
1367,271,work,405,1020,615
1368,271,education,1020,1080,60
1369,271,home,1080,1440,360
1370,272,home,0,375,375
1371,272,work,375,990,615
1372,272,education,990,1080,90
1373,272,home,1080,1440,360
1374,273,home,0,390,390
1375,273,leisure,390,435,45
1376,273,work,435,885,450
1377,273,shop,885,960,75
1378,273,home,960,1440,480
1379,274,home,0,375,375
1380,274,shop,375,390,15
1381,274,education,390,480,90
1382,274,work,480,990,510
1383,274,leisure,990,1065,75
1384,274,home,1065,1440,375
1385,275,home,0,390,390
1386,275,leisure,390,405,15
1387,275,work,405,930,525
1388,275,shop,930,960,30
1389,275,home,960,1140,180
1390,275,leisure,1140,1230,90
1391,275,home,1230,1440,210
1392,276,home,0,375,375
1393,276,shop,375,405,30
1394,276,work,405,915,510
1395,276,shop,915,960,45
1396,276,home,960,1125,165
1397,276,leisure,1125,1185,60
1398,276,home,1185,1440,255
1399,277,home,0,375,375
1400,277,shop,375,390,15
1401,277,work,390,975,585
1402,277,leisure,975,1035,60
1403,277,home,1035,1440,405
1404,278,home,0,375,375
1405,278,leisure,375,450,75
1406,278,work,450,975,525
1407,278,education,975,1080,105
1408,278,home,1080,1440,360
1409,279,home,0,390,390
1410,279,work,390,975,585
1411,279,education,975,1080,105
1412,279,home,1080,1440,360
1413,280,home,0,375,375
1414,280,leisure,375,435,60
1415,280,work,435,1005,570
1416,280,education,1005,1080,75
1417,280,home,1080,1440,360
1418,281,home,0,390,390
1419,281,work,390,795,405
1420,281,education,795,1020,225
1421,281,home,1020,1440,420
1422,282,home,0,420,420
1423,282,work,420,990,570
1424,282,education,990,1080,90
1425,282,home,1080,1440,360
1426,283,home,0,390,390
1427,283,shop,390,450,60
1428,283,work,450,915,465
1429,283,leisure,915,1005,90
1430,283,home,1005,1440,435
1431,284,home,0,405,405
1432,284,work,405,1005,600
1433,284,leisure,1005,1050,45
1434,284,home,1050,1440,390
1435,285,home,0,390,390
1436,285,shop,390,405,15
1437,285,work,405,825,420
1438,285,education,825,960,135
1439,285,leisure,960,1020,60
1440,285,home,1020,1440,420
1441,286,home,0,390,390
1442,286,work,390,870,480
1443,286,shop,870,945,75
1444,286,home,945,1440,495
1445,287,home,0,390,390
1446,287,shop,390,450,60
1447,287,work,450,1005,555
1448,287,education,1005,1080,75
1449,287,home,1080,1440,360
1450,288,home,0,390,390
1451,288,work,390,990,600
1452,288,shop,990,1005,15
1453,288,home,1005,1440,435
1454,289,home,0,390,390
1455,289,leisure,390,450,60
1456,289,work,450,990,540
1457,289,education,990,1080,90
1458,289,home,1080,1440,360
1459,290,home,0,375,375
1460,290,leisure,375,390,15
1461,290,work,390,810,420
1462,290,education,810,975,165
1463,290,home,975,1440,465
1464,291,home,0,390,390
1465,291,shop,390,420,30
1466,291,work,420,975,555
1467,291,shop,975,990,15
1468,291,home,990,1440,450
1469,292,home,0,405,405
1470,292,leisure,405,450,45
1471,292,work,450,975,525
1472,292,education,975,1080,105
1473,292,home,1080,1440,360
1474,293,home,0,390,390
1475,293,leisure,390,435,45
1476,293,work,435,1020,585
1477,293,shop,1020,1035,15
1478,293,home,1035,1440,405
1479,294,home,0,375,375
1480,294,work,375,945,570
1481,294,leisure,945,1020,75
1482,294,home,1020,1440,420
1483,295,home,0,390,390
1484,295,shop,390,405,15
1485,295,work,405,960,555
1486,295,leisure,960,1020,60
1487,295,home,1020,1440,420
1488,296,home,0,405,405
1489,296,shop,405,450,45
1490,296,work,450,945,495
1491,296,leisure,945,1035,90
1492,296,home,1035,1440,405
1493,297,home,0,375,375
1494,297,shop,375,390,15
1495,297,work,390,960,570
1496,297,leisure,960,1035,75
1497,297,home,1035,1440,405
1498,298,home,0,375,375
1499,298,work,375,960,585
1500,298,leisure,960,1020,60
1501,298,home,1020,1440,420
1502,299,home,0,435,435
1503,299,shop,435,465,30
1504,299,education,465,570,105
1505,299,work,570,1035,465
1506,299,leisure,1035,1095,60
1507,299,shop,1095,1110,15
1508,299,home,1110,1440,330
1509,300,home,0,405,405
1510,300,shop,405,450,45
1511,300,work,450,975,525
1512,300,education,975,1050,75
1513,300,home,1050,1440,390
1514,301,home,0,405,405
1515,301,shop,405,450,45
1516,301,education,450,495,45
1517,301,work,495,930,435
1518,301,leisure,930,990,60
1519,301,home,990,1440,450
1520,302,home,0,390,390
1521,302,shop,390,405,15
1522,302,work,405,825,420
1523,302,education,825,990,165
1524,302,home,990,1440,450
1525,303,home,0,390,390
1526,303,leisure,390,450,60
1527,303,work,450,915,465
1528,303,shop,915,960,45
1529,303,home,960,1440,480
1530,304,home,0,390,390
1531,304,work,390,1035,645
1532,304,home,1035,1260,225
1533,304,leisure,1260,1275,15
1534,304,home,1275,1440,165
1535,305,home,0,375,375
1536,305,work,375,960,585
1537,305,leisure,960,1020,60
1538,305,home,1020,1440,420
1539,306,home,0,375,375
1540,306,shop,375,405,30
1541,306,work,405,975,570
1542,306,education,975,1080,105
1543,306,home,1080,1440,360
1544,307,home,0,375,375
1545,307,shop,375,390,15
1546,307,work,390,780,390
1547,307,education,780,975,195
1548,307,home,975,1215,240
1549,307,leisure,1215,1275,60
1550,307,home,1275,1440,165
1551,308,home,0,375,375
1552,308,shop,375,405,30
1553,308,work,405,975,570
1554,308,education,975,1080,105
1555,308,home,1080,1440,360
1556,309,home,0,375,375
1557,309,shop,375,390,15
1558,309,work,390,825,435
1559,309,education,825,975,150
1560,309,home,975,1440,465
1561,310,home,0,390,390
1562,310,leisure,390,435,45
1563,310,work,435,1005,570
1564,310,education,1005,1080,75
1565,310,home,1080,1440,360
1566,311,home,0,375,375
1567,311,shop,375,420,45
1568,311,work,420,915,495
1569,311,leisure,915,990,75
1570,311,home,990,1440,450
1571,312,home,0,375,375
1572,312,leisure,375,435,60
1573,312,work,435,930,495
1574,312,shop,930,960,30
1575,312,home,960,1440,480
1576,313,home,0,375,375
1577,313,shop,375,405,30
1578,313,work,405,825,420
1579,313,shop,825,960,135
1580,313,home,960,1440,480
1581,314,home,0,405,405
1582,314,shop,405,435,30
1583,314,work,435,885,450
1584,314,shop,885,960,75
1585,314,home,960,1440,480
1586,315,home,0,375,375
1587,315,shop,375,405,30
1588,315,work,405,885,480
1589,315,shop,885,960,75
1590,315,home,960,1440,480
1591,316,home,0,390,390
1592,316,shop,390,405,15
1593,316,work,405,810,405
1594,316,education,810,1005,195
1595,316,shop,1005,1020,15
1596,316,home,1020,1440,420
1597,317,home,0,375,375
1598,317,work,375,810,435
1599,317,education,810,990,180
1600,317,home,990,1440,450
1601,318,home,0,375,375
1602,318,work,375,810,435
1603,318,shop,810,930,120
1604,318,home,930,1440,510
1605,319,home,0,375,375
1606,319,leisure,375,390,15
1607,319,work,390,990,600
1608,319,education,990,1080,90
1609,319,home,1080,1440,360
1610,320,home,0,405,405
1611,320,shop,405,465,60
1612,320,work,465,975,510
1613,320,education,975,1080,105
1614,320,home,1080,1440,360
1615,321,home,0,420,420
1616,321,shop,420,450,30
1617,321,work,450,960,510
1618,321,leisure,960,1080,120
1619,321,home,1080,1440,360
1620,322,home,0,375,375
1621,322,work,375,810,435
1622,322,education,810,990,180
1623,322,home,990,1440,450
1624,323,home,0,375,375
1625,323,shop,375,390,15
1626,323,work,390,990,600
1627,323,education,990,1080,90
1628,323,home,1080,1440,360
1629,324,home,0,375,375
1630,324,shop,375,405,30
1631,324,work,405,915,510
1632,324,shop,915,960,45
1633,324,home,960,1440,480
1634,325,home,0,405,405
1635,325,leisure,405,435,30
1636,325,work,435,960,525
1637,325,shop,960,975,15
1638,325,home,975,1185,210
1639,325,education,1185,1200,15
1640,325,home,1200,1440,240
1641,326,home,0,375,375
1642,326,shop,375,435,60
1643,326,work,435,930,495
1644,326,leisure,930,990,60
1645,326,home,990,1440,450
1646,327,home,0,375,375
1647,327,work,375,795,420
1648,327,education,795,915,120
1649,327,leisure,915,1020,105
1650,327,home,1020,1440,420
1651,328,home,0,405,405
1652,328,leisure,405,465,60
1653,328,work,465,1020,555
1654,328,education,1020,1080,60
1655,328,home,1080,1440,360
1656,329,home,0,375,375
1657,329,shop,375,435,60
1658,329,work,435,975,540
1659,329,leisure,975,1035,60
1660,329,home,1035,1440,405
1661,330,home,0,375,375
1662,330,shop,375,420,45
1663,330,leisure,420,465,45
1664,330,work,465,1020,555
1665,330,education,1020,1080,60
1666,330,home,1080,1440,360
1667,331,home,0,375,375
1668,331,shop,375,435,60
1669,331,work,435,975,540
1670,331,education,975,1080,105
1671,331,home,1080,1440,360
1672,332,home,0,405,405
1673,332,leisure,405,435,30
1674,332,work,435,990,555
1675,332,shop,990,1005,15
1676,332,home,1005,1440,435
1677,333,home,0,405,405
1678,333,leisure,405,450,45
1679,333,work,450,915,465
1680,333,shop,915,960,45
1681,333,home,960,1440,480
1682,334,home,0,375,375
1683,334,work,375,795,420
1684,334,shop,795,900,105
1685,334,home,900,1440,540
1686,335,home,0,390,390
1687,335,shop,390,420,30
1688,335,work,420,960,540
1689,335,shop,960,975,15
1690,335,home,975,1440,465
1691,336,home,0,390,390
1692,336,work,390,780,390
1693,336,education,780,930,150
1694,336,leisure,930,1005,75
1695,336,home,1005,1440,435
1696,337,home,0,405,405
1697,337,work,405,990,585
1698,337,education,990,1080,90
1699,337,home,1080,1440,360
1700,338,home,0,375,375
1701,338,shop,375,420,45
1702,338,work,420,960,540
1703,338,leisure,960,1110,150
1704,338,home,1110,1440,330
1705,339,home,0,405,405
1706,339,shop,405,420,15
1707,339,work,420,975,555
1708,339,leisure,975,1035,60
1709,339,home,1035,1440,405
1710,340,home,0,375,375
1711,340,work,375,765,390
1712,340,education,765,855,90
1713,340,shop,855,960,105
1714,340,home,960,1170,210
1715,340,leisure,1170,1230,60
1716,340,home,1230,1440,210
1717,341,home,0,390,390
1718,341,work,390,975,585
1719,341,leisure,975,1065,90
1720,341,shop,1065,1080,15
1721,341,home,1080,1440,360
1722,342,home,0,375,375
1723,342,work,375,855,480
1724,342,home,855,1050,195
1725,342,shop,1050,1065,15
1726,342,home,1065,1440,375
1727,343,home,0,390,390
1728,343,work,390,810,420
1729,343,education,810,975,165
1730,343,home,975,1155,180
1731,343,shop,1155,1170,15
1732,343,home,1170,1440,270
1733,344,home,0,390,390
1734,344,leisure,390,435,45
1735,344,work,435,1035,600
1736,344,education,1035,1080,45
1737,344,home,1080,1440,360
1738,345,home,0,390,390
1739,345,shop,390,435,45
1740,345,work,435,1005,570
1741,345,education,1005,1080,75
1742,345,home,1080,1440,360
1743,346,home,0,390,390
1744,346,shop,390,435,45
1745,346,work,435,960,525
1746,346,leisure,960,1020,60
1747,346,home,1020,1440,420
1748,347,home,0,390,390
1749,347,work,390,990,600
1750,347,education,990,1080,90
1751,347,home,1080,1440,360
1752,348,home,0,375,375
1753,348,work,375,975,600
1754,348,leisure,975,1050,75
1755,348,home,1050,1440,390
1756,349,home,0,375,375
1757,349,shop,375,405,30
1758,349,work,405,945,540
1759,349,leisure,945,1080,135
1760,349,home,1080,1440,360
1761,350,home,0,375,375
1762,350,work,375,945,570
1763,350,shop,945,960,15
1764,350,home,960,1440,480
1765,351,home,0,375,375
1766,351,leisure,375,405,30
1767,351,work,405,960,555
1768,351,leisure,960,1020,60
1769,351,home,1020,1440,420
1770,352,home,0,375,375
1771,352,shop,375,420,45
1772,352,work,420,960,540
1773,352,leisure,960,1020,60
1774,352,home,1020,1440,420
1775,353,home,0,375,375
1776,353,shop,375,390,15
1777,353,work,390,975,585
1778,353,education,975,1080,105
1779,353,home,1080,1440,360
1780,354,home,0,405,405
1781,354,work,405,960,555
1782,354,leisure,960,1035,75
1783,354,home,1035,1440,405
1784,355,home,0,375,375
1785,355,leisure,375,435,60
1786,355,work,435,855,420
1787,355,shop,855,945,90
1788,355,home,945,1125,180
1789,355,education,1125,1140,15
1790,355,home,1140,1440,300
1791,356,home,0,405,405
1792,356,leisure,405,465,60
1793,356,work,465,960,495
1794,356,home,960,1440,480
1795,357,home,0,390,390
1796,357,leisure,390,420,30
1797,357,shop,420,435,15
1798,357,leisure,435,465,30
1799,357,work,465,945,480
1800,357,leisure,945,1005,60
1801,357,shop,1005,1020,15
1802,357,home,1020,1440,420
1803,358,home,0,435,435
1804,358,shop,435,495,60
1805,358,work,495,915,420
1806,358,leisure,915,1020,105
1807,358,home,1020,1440,420
1808,359,home,0,375,375
1809,359,shop,375,420,45
1810,359,work,420,1020,600
1811,359,leisure,1020,1095,75
1812,359,home,1095,1440,345
1813,360,home,0,390,390
1814,360,leisure,390,420,30
1815,360,work,420,855,435
1816,360,home,855,1125,270
1817,360,shop,1125,1140,15
1818,360,home,1140,1440,300
1819,361,home,0,375,375
1820,361,work,375,885,510
1821,361,home,885,1065,180
1822,361,education,1065,1080,15
1823,361,home,1080,1440,360
1824,362,home,0,405,405
1825,362,shop,405,420,15
1826,362,work,420,975,555
1827,362,education,975,1080,105
1828,362,home,1080,1440,360
1829,363,home,0,390,390
1830,363,work,390,930,540
1831,363,home,930,1200,270
1832,363,leisure,1200,1260,60
1833,363,home,1260,1440,180
1834,364,home,0,375,375
1835,364,work,375,795,420
1836,364,shop,795,810,15
1837,364,leisure,810,900,90
1838,364,shop,900,960,60
1839,364,home,960,1440,480
1840,365,home,0,390,390
1841,365,work,390,945,555
1842,365,leisure,945,1005,60
1843,365,home,1005,1440,435
1844,366,home,0,375,375
1845,366,work,375,975,600
1846,366,shop,975,990,15
1847,366,home,990,1185,195
1848,366,shop,1185,1200,15
1849,366,home,1200,1440,240
1850,367,home,0,375,375
1851,367,shop,375,420,45
1852,367,work,420,975,555
1853,367,education,975,1080,105
1854,367,home,1080,1440,360
1855,368,home,0,375,375
1856,368,work,375,930,555
1857,368,leisure,930,1020,90
1858,368,home,1020,1440,420
1859,369,home,0,375,375
1860,369,leisure,375,405,30
1861,369,work,405,975,570
1862,369,education,975,1080,105
1863,369,home,1080,1440,360
1864,370,home,0,375,375
1865,370,leisure,375,450,75
1866,370,work,450,960,510
1867,370,shop,960,975,15
1868,370,home,975,1440,465
1869,371,home,0,375,375
1870,371,work,375,810,435
1871,371,education,810,1005,195
1872,371,home,1005,1440,435
1873,372,home,0,420,420
1874,372,work,420,900,480
1875,372,home,900,1440,540
1876,373,home,0,375,375
1877,373,leisure,375,390,15
1878,373,work,390,810,420
1879,373,education,810,945,135
1880,373,shop,945,960,15
1881,373,home,960,1440,480
1882,374,home,0,390,390
1883,374,shop,390,450,60
1884,374,leisure,450,480,30
1885,374,work,480,960,480
1886,374,leisure,960,1020,60
1887,374,home,1020,1440,420
1888,375,home,0,390,390
1889,375,shop,390,420,30
1890,375,work,420,945,525
1891,375,home,945,1440,495
1892,376,home,0,390,390
1893,376,shop,390,450,60
1894,376,work,450,1020,570
1895,376,leisure,1020,1095,75
1896,376,home,1095,1440,345
1897,377,home,0,375,375
1898,377,leisure,375,390,15
1899,377,work,390,825,435
1900,377,education,825,990,165
1901,377,home,990,1185,195
1902,377,leisure,1185,1245,60
1903,377,home,1245,1440,195
1904,378,home,0,375,375
1905,378,work,375,975,600
1906,378,leisure,975,1035,60
1907,378,home,1035,1440,405
1908,379,home,0,375,375
1909,379,shop,375,405,30
1910,379,work,405,960,555
1911,379,shop,960,975,15
1912,379,home,975,1440,465
1913,380,home,0,405,405
1914,380,shop,405,450,45
1915,380,work,450,945,495
1916,380,leisure,945,1005,60
1917,380,home,1005,1440,435
1918,381,home,0,375,375
1919,381,shop,375,420,45
1920,381,work,420,930,510
1921,381,leisure,930,1035,105
1922,381,home,1035,1440,405
1923,382,home,0,375,375
1924,382,shop,375,390,15
1925,382,work,390,960,570
1926,382,shop,960,975,15
1927,382,home,975,1440,465
1928,383,home,0,375,375
1929,383,shop,375,450,75
1930,383,work,450,975,525
1931,383,education,975,1080,105
1932,383,home,1080,1440,360
1933,384,home,0,375,375
1934,384,shop,375,420,45
1935,384,work,420,990,570
1936,384,leisure,990,1065,75
1937,384,home,1065,1440,375
1938,385,home,0,375,375
1939,385,shop,375,420,45
1940,385,work,420,990,570
1941,385,leisure,990,1065,75
1942,385,home,1065,1440,375
1943,386,home,0,375,375
1944,386,work,375,810,435
1945,386,education,810,960,150
1946,386,shop,960,975,15
1947,386,home,975,1440,465
1948,387,home,0,390,390
1949,387,shop,390,420,30
1950,387,work,420,990,570
1951,387,leisure,990,1050,60
1952,387,home,1050,1440,390
1953,388,home,0,375,375
1954,388,shop,375,405,30
1955,388,work,405,900,495
1956,388,shop,900,960,60
1957,388,home,960,1140,180
1958,388,leisure,1140,1275,135
1959,388,home,1275,1440,165
1960,389,home,0,390,390
1961,389,shop,390,420,30
1962,389,work,420,915,495
1963,389,home,915,1155,240
1964,389,shop,1155,1170,15
1965,389,home,1170,1440,270
1966,390,home,0,390,390
1967,390,work,390,945,555
1968,390,shop,945,960,15
1969,390,home,960,1440,480
1970,391,home,0,375,375
1971,391,shop,375,405,30
1972,391,work,405,915,510
1973,391,shop,915,960,45
1974,391,home,960,1155,195
1975,391,shop,1155,1170,15
1976,391,home,1170,1440,270
1977,392,home,0,390,390
1978,392,shop,390,435,45
1979,392,work,435,1005,570
1980,392,leisure,1005,1065,60
1981,392,home,1065,1440,375
1982,393,home,0,405,405
1983,393,shop,405,465,60
1984,393,work,465,990,525
1985,393,leisure,990,1050,60
1986,393,home,1050,1440,390
1987,394,home,0,390,390
1988,394,work,390,810,420
1989,394,shop,810,870,60
1990,394,education,870,990,120
1991,394,home,990,1440,450
1992,395,home,0,375,375
1993,395,work,375,795,420
1994,395,education,795,1005,210
1995,395,home,1005,1185,180
1996,395,shop,1185,1200,15
1997,395,home,1200,1440,240
1998,396,home,0,390,390
1999,396,work,390,810,420
2000,396,education,810,990,180
2001,396,home,990,1230,240
2002,396,leisure,1230,1290,60
2003,396,home,1290,1440,150
2004,397,home,0,405,405
2005,397,shop,405,465,60
2006,397,work,465,975,510
2007,397,leisure,975,1080,105
2008,397,home,1080,1440,360
2009,398,home,0,375,375
2010,398,shop,375,435,60
2011,398,work,435,945,510
2012,398,leisure,945,1020,75
2013,398,home,1020,1440,420
2014,399,home,0,405,405
2015,399,work,405,975,570
2016,399,education,975,1065,90
2017,399,home,1065,1440,375
2018,400,home,0,405,405
2019,400,shop,405,465,60
2020,400,education,465,510,45
2021,400,work,510,975,465
2022,400,education,975,1080,105
2023,400,home,1080,1440,360
2024,401,home,0,420,420
2025,401,leisure,420,450,30
2026,401,work,450,945,495
2027,401,shop,945,960,15
2028,401,home,960,1140,180
2029,401,leisure,1140,1215,75
2030,401,home,1215,1440,225
2031,402,home,0,375,375
2032,402,shop,375,405,30
2033,402,work,405,915,510
2034,402,leisure,915,990,75
2035,402,home,990,1440,450
2036,403,home,0,375,375
2037,403,work,375,960,585
2038,403,home,960,1155,195
2039,403,shop,1155,1170,15
2040,403,home,1170,1440,270
2041,404,home,0,405,405
2042,404,shop,405,420,15
2043,404,work,420,945,525
2044,404,shop,945,960,15
2045,404,home,960,1140,180
2046,404,leisure,1140,1230,90
2047,404,home,1230,1440,210
2048,405,home,0,390,390
2049,405,shop,390,405,15
2050,405,work,405,945,540
2051,405,shop,945,960,15
2052,405,home,960,1170,210
2053,405,leisure,1170,1230,60
2054,405,home,1230,1440,210
2055,406,home,0,375,375
2056,406,shop,375,390,15
2057,406,work,390,975,585
2058,406,education,975,1080,105
2059,406,home,1080,1440,360
2060,407,home,0,390,390
2061,407,shop,390,405,15
2062,407,work,405,1020,615
2063,407,leisure,1020,1080,60
